"Station.Name" "Filtered" "Parameter" "Date.Time" "Value" "QA.Code" "Unit" "QAQC.Sample" "Comments" "Rain.in.Last.24.Hours" "Sky.Condition" "Flow.Severity" "Comp..Code" "Thalweg" "Lab" "Project"
"1" "EL5.5GC" "" "Conductivity" 2004-01-20 09:15:00 180 "" "uS/cm at 25 deg C" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"2" "EL5.5GC" "" "Dissolved Oxygen" 2004-01-20 09:15:00 10.04 "" "mg/L" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"3" "EL5.5GC" "" "Dissolved Oxygen Saturation" 2004-01-20 09:15:00 72.9 "" "%" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"4" "EL5.5GC" "" "Fecal Coliform" 2004-01-20 09:15:00 560 "" "cfu/100mL" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"5" "EL5.5GC" "" "pH" 2004-01-20 09:15:00 7.9 "" "" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"6" "EL5.5GC" "" "Temperature" 2004-01-20 09:15:00 2.2 "" "C" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"7" "EL5.5GC" "" "Turbidity" 2004-01-20 09:15:00 32.8 "" "NTU" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"8" "EL1.9EC" "" "Ammonia Nitrogen" 2004-01-20 09:28:00 0.06 "" "mg/L" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"9" "EL1.9EC" "" "Biochemical Oxygen Demand" 2004-01-20 09:28:00 2 "U" "mg/L" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"10" "EL1.9EC" "" "Conductivity" 2004-01-20 09:28:00 310 "" "uS/cm at 25 deg C" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"11" "EL1.9EC" "Field" "Copper" 2004-01-20 09:28:00 5 "U" "ug/L" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"12" "EL1.9EC" "" "Copper" 2004-01-20 09:28:00 5 "U" "ug/L" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"13" "EL1.9EC" "" "Dissolved Oxygen" 2004-01-20 09:28:00 10.66 "" "mg/L" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"14" "EL1.9EC" "" "Dissolved Oxygen Saturation" 2004-01-20 09:28:00 85.6 "" "%" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"15" "EL1.9EC" "" "Fecal Coliform" 2004-01-20 09:28:00 81 "" "cfu/100mL" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"16" "EL1.9EC" "" "Hardness" 2004-01-20 09:28:00 60 "" "mg/L" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"17" "EL1.9EC" "" "Nitrate + Nitrite as N" 2004-01-20 09:28:00 1.3 "" "mg/L" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
"18" "EL1.9EC" "" "pH" 2004-01-20 09:28:00 8.4 "" "" "" " " "" "Sunny" NA "G" "" "SDWRF" "Ambient"
